car speed(m/s),Yaw Angle (degree),LB Position X,LB Position Z,LB speed,LF Position X,LF Position Z,LF speed,B Position X,B Position Z,B speed,F Position X,F Position Z,F speed,RB Position X,RB Position Z,RB speed,RF Position X,RF Position Z,RF speed,LC
24.497,1.9,-45.24,-48.93,15.668,-11.37,73.64,15.481,-51,-23.03,15.181,-47.74,51.85,15.505,-7.64,-38.05,15.416,-27.89,96.09,15.868,2
24.463,1.91,-46.66,-49.31,15.626,-11.01,72.85,15.41,-52.46,-23.36,15.22,-49.23,52.03,15.509,-7.62,-38.98,15.416,-27.38,95.36,15.91,2
24.428,1.92,-48.17,-49.62,15.616,-10.53,72.08,15.312,-53.98,-23.58,15.275,-50.76,52.24,15.384,-7.61,-39.91,15.417,-26.89,94.64,15.868,2
24.391,1.93,-49.66,-49.94,15.584,-10.12,71.29,15.363,-55.53,-23.76,15.33,-52.25,52.56,15.473,-7.62,-40.83,15.348,-26.41,93.9,15.83,2
24.354,1.95,-51.24,-50.17,15.595,-9.67,70.51,15.361,-57.12,-23.9,15.225,-53.74,52.96,15.413,-7.65,-41.76,15.36,-25.92,93.18,15.917,2
24.317,1.96,-52.81,-50.43,15.416,-9.35,69.73,15.475,-58.76,-24,15.264,-55.35,53.33,15.514,-7.7,-42.68,15.313,-25.45,92.45,15.897,2
24.279,1.98,-54.43,-50.66,15.426,-8.93,68.96,15.482,-60.39,-24.14,15.399,-56.98,53.77,15.559,-7.77,-43.59,15.266,-25,91.72,15.855,2
24.24,2,-56.14,-50.79,15.375,-8.55,68.19,15.37,-62.14,-24.04,15.373,-58.56,54.37,15.601,-7.83,-44.51,15.161,-24.58,90.98,15.888,2
24.202,2.02,-57.84,-50.93,15.469,-8.2,67.4,15.327,-63.9,-23.98,15.428,-60.26,54.96,15.655,-7.94,-45.42,15.245,-24.12,90.25,15.876,2
24.163,2.04,-59.58,-51.01,15.385,-7.86,66.61,15.284,-65.7,-23.86,15.467,-61.87,55.72,15.592,-8.09,-46.31,15.304,-23.68,89.51,15.912,2
24.126,2.06,-61.42,-51.01,15.386,-7.64,65.8,15.402,-67.49,-23.78,15.522,-63.71,56.32,15.635,-8.28,-47.19,15.364,-23.23,88.78,15.933,2
24.089,2.08,-63.3,-50.94,15.438,-7.33,65.01,15.425,-69.41,-23.44,15.577,-65.36,57.23,15.6,-8.46,-48.06,15.47,-22.82,88.04,15.863,2
24.053,2.1,-65.21,-50.84,15.354,-7.05,64.22,15.395,-71.33,-23.1,15.568,-67.04,58.19,15.502,-8.67,-48.91,15.471,-22.42,87.29,15.864,2
24.018,2.11,-67.1,-50.76,15.313,-6.87,63.41,15.404,-73.27,-22.76,15.478,-68.82,59.1,15.482,-8.91,-49.76,15.246,-22,86.54,15.863,2
23.984,2.12,-69.07,-50.58,15.323,-6.59,62.62,15.333,-75.22,-22.39,15.549,-70.61,60.06,15.579,-9.15,-50.63,15.247,-21.58,85.8,15.863,2
23.951,2.13,-71.06,-50.36,15.408,-6.31,61.81,15.292,-77.2,-21.98,15.508,-72.32,61.2,15.583,-9.35,-51.5,15.248,-21.16,85.06,15.785,2
23.918,2.14,-73.07,-50.1,15.376,-6.02,61.03,15.41,-79.2,-21.51,15.403,-74.01,62.41,15.688,-9.58,-52.35,15.343,-20.78,84.3,15.721,2
23.884,2.15,-75.09,-49.81,15.409,-5.73,60.25,15.445,-81.22,-20.99,15.314,-75.82,63.54,15.601,-9.77,-53.21,15.261,-20.4,83.54,15.666,2
23.85,2.16,-77.09,-49.55,15.461,-5.52,59.47,15.452,-83.25,-20.46,15.225,-77.59,64.76,15.537,-10.03,-54.05,15.32,-19.96,82.8,15.605,2
23.815,2.17,-79.15,-49.16,15.504,-5.23,58.71,15.563,-85.3,-19.87,15.264,-79.37,66.02,15.581,-10.22,-54.9,15.415,-19.54,82.05,15.565,2
23.78,2.18,-81.24,-48.73,15.472,-4.94,57.95,15.449,-87.38,-19.2,15.415,-81.15,67.36,15.687,-10.49,-55.72,15.332,-19.16,81.29,15.622,2
23.745,2.2,-83.36,-48.25,15.462,-4.75,57.18,15.484,-89.49,-18.44,15.406,-82.82,68.91,15.778,-10.78,-56.53,15.428,-18.72,80.55,15.608,2
23.709,2.21,-85.5,-47.71,15.431,-4.57,56.42,15.489,-91.62,-17.61,15.301,-84.62,70.39,15.773,-11.01,-57.35,15.428,-17.99,79.89,15.672,0
23.674,2.23,-87.72,-47.05,15.421,-4.31,55.66,15.547,-93.74,-16.87,15.355,-86.52,71.8,15.718,-11.34,-58.14,15.417,-17.35,79.21,15.723,0
23.653,2.25,-89.9,-46.41,15.463,-4.15,54.9,15.643,-95.93,-15.79,15.17,-88.2,73.56,15.705,-11.59,-58.95,15.324,-16.76,78.52,15.702,0
23.69,2.26,-92.07,-45.8,15.548,-3.89,54.15,15.632,-98.09,-14.93,15.225,-89.88,75.36,15.691,-11.9,-59.75,15.383,-16.18,77.82,15.68,0
23.743,2.26,-94.36,-44.96,15.643,-3.63,53.41,15.684,-100.27,-13.94,15.264,-91.68,77.04,15.655,-12.2,-60.56,15.431,-15.6,77.12,15.631,0
23.798,2.27,-96.6,-44.2,15.611,-3.44,52.65,15.62,-102.46,-12.98,15.383,-93.47,78.79,15.655,-12.57,-61.35,15.384,-15.03,76.4,15.671,0
23.852,2.28,-98.87,-43.39,15.537,-3.25,51.88,15.61,-104.7,-11.82,15.198,-95.17,80.71,15.54,-12.85,-62.17,15.396,-14.52,75.67,15.718,0
23.909,2.3,-101.21,-42.43,15.537,-3.01,51.1,15.561,-106.93,-10.79,15.189,-96.98,82.58,15.584,-13.2,-62.97,15.444,-14.03,74.93,15.767,0
23.967,2.32,-103.48,-41.62,15.453,-2.84,50.32,15.605,-109.2,-9.54,15.244,-98.66,84.64,15.574,-13.55,-63.77,15.528,-13.57,74.18,15.704,0
24.025,2.33,-105.87,-40.56,15.401,-2.57,49.54,15.605,-111.46,-8.41,15.139,-100.59,86.47,15.565,-13.84,-64.59,15.505,-13.13,73.42,15.707,0
24.083,2.34,-108.23,-39.56,15.454,-2.33,48.74,15.607,-113.76,-7.01,15.21,-102.27,88.65,15.515,-14.21,-65.39,15.553,-12.77,72.63,15.704,0
24.14,2.35,-110.68,-38.34,15.412,-2.14,47.94,15.597,-116.06,-5.7,15.345,-103.94,90.88,15.547,-14.51,-66.22,15.565,-12.45,71.83,15.741,0
24.196,2.36,-113.06,-37.29,15.422,-1.87,47.14,15.652,-118.39,-4.12,15.416,-105.73,93.02,15.539,-14.96,-67.01,15.518,-12.13,71.03,15.787,0
24.251,2.37,-115.53,-35.98,15.465,-1.69,46.32,15.496,-120.71,-2.67,15.167,-107.5,95.23,15.49,-15.27,-67.84,15.602,-11.84,70.23,15.853,0
24.307,2.39,-117.96,-34.78,15.56,-1.53,45.5,15.593,-123.05,-1.03,15.158,-109.12,97.67,15.431,-15.67,-68.65,15.663,-11.65,69.4,15.879,0
24.363,2.4,-120.44,-33.41,15.56,-1.29,44.67,15.623,0,0,0,-125.4,0.48,15.229,-16.09,-69.46,15.485,-11.49,68.56,15.857,0
24.42,2.42,-122.9,-32.1,15.603,-1.12,43.84,15.693,0,0,0,-127.75,2.11,15.284,-16.52,-70.29,15.522,-11.36,67.71,15.882,0
24.477,2.43,-125.41,-30.6,15.571,-0.95,43.01,15.657,0,0,0,-130.11,3.78,15.259,-16.87,-71.14,15.569,-11.15,66.87,15.924,0
24.533,2.44,-127.93,-29.04,15.571,-0.71,42.17,15.633,0,0,0,-132.48,5.69,15.298,-17.3,-71.97,15.534,-10.93,66.03,15.927,0
24.588,2.45,-130.43,-27.54,15.487,-0.55,41.32,15.673,0,0,0,-134.85,7.46,15.193,-17.66,-72.82,15.582,-10.77,65.17,15.948,0
24.642,2.46,-132.95,-26,15.539,-0.33,40.46,15.674,0,0,0,-137.22,9.32,15.232,-18.11,-73.65,15.523,-10.68,64.29,15.926,0
24.698,2.48,-135.52,-24.13,15.423,-0.12,39.6,15.674,0,0,0,-139.6,11.25,15.127,-18.57,-74.49,15.56,-10.69,63.39,15.927,0
24.754,2.49,-138.06,-22.45,15.466,0.02,38.74,15.701,0,0,0,-141.97,13.44,15.166,-18.96,-75.34,15.56,-10.79,62.45,15.857,0
24.809,2.5,-140.6,-20.66,15.54,0.16,37.87,15.676,0,0,0,-144.35,15.44,15.173,-19.35,-76.21,15.572,-10.92,61.5,15.828,0
24.864,2.51,-143.17,-18.7,15.635,0.36,36.98,15.561,0,0,0,-146.73,17.51,15.164,-19.83,-77.05,15.514,-11.06,60.54,15.813,0
24.918,2.52,-145.73,-16.77,15.657,0.49,36.08,15.448,0,0,0,0,0,0,-20.31,-77.9,15.573,-11.22,59.56,15.823,0
24.974,2.54,-148.31,-14.66,15.583,0.67,35.17,15.388,0,0,0,0,0,0,-20.71,-78.78,15.526,-11.4,58.57,15.905,0
25.018,2.55,0,0,0,0.8,34.24,15.385,0,0,0,0,0,0,-21.12,-79.66,15.538,-11.63,57.57,15.981,0
25.002,2.56,0,0,0,0.98,33.31,15.341,0,0,0,0,0,0,-21.6,-80.52,15.491,-11.84,56.57,16.025,0
25.001,2.57,0,0,0,1.09,32.38,15.456,0,0,0,0,0,0,-22.09,-81.38,15.505,-12.09,55.56,16.079,0
25.003,2.59,0,0,0,1.26,31.45,15.345,0,0,0,0,0,0,-22.49,-82.27,15.517,-12.23,54.58,16.115,0
24.998,2.6,0,0,0,1.38,30.51,15.302,0,0,0,0,0,0,-22.96,-83.13,15.506,-12.32,53.6,16.119,0
25.007,2.61,0,0,0,1.53,29.57,15.288,0,0,0,0,0,0,-23.35,-84.01,15.518,-12.39,52.63,16.124,0
24.998,2.62,0,0,0,1.65,28.63,15.286,0,0,0,0,0,0,-23.77,-84.89,15.565,-12.37,51.67,16.12,0
25.004,2.63,0,0,0,1.75,27.68,15.285,0,0,0,0,0,0,-24.35,-85.72,15.577,-12.3,50.72,16.062,0
25,2.64,0,0,0,1.86,26.75,15.349,0,0,0,0,0,0,-24.73,-86.6,15.589,-12.14,49.78,15.968,0
25.001,2.65,0,0,0,1.99,25.8,15.294,0,0,0,0,0,0,-25.1,-87.48,15.553,-11.92,48.86,15.909,0
25.004,2.67,0,0,0,2.07,24.85,15.306,0,0,0,0,0,0,-25.57,-88.34,15.601,-11.63,47.94,15.926,0
25,2.68,0,0,0,2.16,23.91,15.251,0,0,0,0,0,0,-26.04,-89.19,15.66,-11.27,47.05,15.949,0
25.008,2.69,0,0,0,2.25,22.96,15.196,0,0,0,0,0,0,-26.49,-90.05,15.613,-10.85,46.17,15.961,0
24.998,2.7,0,0,0,2.36,22,15.262,0,0,0,0,0,0,-26.86,-90.92,15.614,-10.41,45.31,15.95,0
25.006,2.71,0,0,0,2.44,21.05,15.221,0,0,0,0,0,0,-27.23,-91.8,15.625,-9.92,44.45,15.993,0
25.003,2.72,0,0,0,2.51,20.1,15.287,0,0,0,0,0,0,-27.6,-92.68,15.637,-9.42,43.6,16.015,0
24.998,2.73,0,0,0,2.59,19.14,15.192,0,0,0,0,0,0,-28.04,-93.54,15.59,-8.89,42.77,16.009,0
25.006,2.74,0,0,0,2.65,18.18,15.205,0,0,0,0,0,0,-28.49,-94.4,15.543,-8.36,41.93,15.999,0
24.997,2.75,0,0,0,2.72,17.23,15.272,0,0,0,0,0,0,-28.91,-95.28,15.438,-7.89,41.07,15.925,0
25.004,2.76,0,0,0,2.77,16.27,15.231,0,0,0,0,0,0,-29.25,-96.19,15.438,-7.48,40.19,15.827,0
25.002,2.77,0,0,0,2.83,15.31,15.283,0,0,0,0,0,0,-29.69,-97.06,15.497,-7.01,39.32,15.761,0
25.003,2.78,0,0,0,2.88,14.36,15.322,0,0,0,0,0,0,-30.11,-97.94,15.498,-6.51,38.45,15.743,0
25,2.79,0,0,0,2.91,13.42,15.36,0,0,0,0,0,0,-30.5,-98.83,15.57,-5.99,37.58,15.699,0
25.008,2.8,0,0,0,2.95,12.47,15.344,0,0,0,0,0,0,-30.81,-99.74,15.524,-5.48,36.7,15.788,0
24.994,2.8,0,0,0,2.99,11.53,15.381,0,0,0,0,0,0,-31.1,-100.65,15.56,-4.99,35.83,15.781,0
25.011,2.81,0,0,0,3.03,10.58,15.418,0,0,0,0,0,0,-31.47,-101.55,15.524,-4.5,34.96,15.809,0
24.992,2.82,0,0,0,3.04,9.65,15.399,0,0,0,0,0,0,-31.92,-102.42,15.536,-4.05,34.08,15.815,0
24.975,2.83,0,0,0,3.08,8.7,15.447,0,0,0,0,0,0,-32.29,-103.31,15.501,-3.62,33.21,15.843,0
24.945,2.84,0,0,0,3.09,7.77,15.455,0,0,0,0,0,0,-32.74,-104.17,15.513,-3.21,32.33,15.883,0
24.913,2.85,0,0,0,3.11,6.84,15.449,0,0,0,-2.85,31.46,15.911,-33.11,-105.06,15.572,-8.87,70.65,15.761,0
24.88,2.86,0,0,0,3.12,5.92,15.495,0,0,0,-2.48,30.58,15.899,-33.29,-106,15.525,-8.66,69.75,15.76,0
24.847,2.87,0,0,0,3.13,5,15.5,0,0,0,-2.13,29.71,15.898,-33.69,-106.87,15.573,-8.42,68.85,15.76,0
24.813,2.87,0,0,0,3.14,4.09,15.597,0,0,0,-1.8,28.83,15.838,-34.04,-107.75,15.562,-8.22,67.95,15.688,0
24.778,2.88,0,0,0,3.15,3.19,15.679,0,0,0,-1.51,27.95,15.838,-34.35,-108.64,15.515,-8.04,67.05,15.676,0
24.743,2.89,0,0,0,3.15,2.3,15.718,0,0,0,-1.24,27.07,15.79,-34.69,-109.52,15.468,-7.81,66.15,15.748,0
24.707,2.9,0,0,0,3.15,1.42,15.818,0,0,0,-1.08,26.18,15.789,-35.12,-110.38,15.421,-7.6,65.26,15.7,0
24.668,2.9,0,0,0,0,0,0,0,0,0,-0.97,25.3,15.8,-35.29,-111.32,15.375,-7.4,64.38,15.699,0
24.623,2.91,3.14,-0.31,15.826,0,0,0,0,0,0,-0.86,24.41,15.715,-35.59,-112.21,15.375,-7.21,63.49,15.699,0
24.561,2.92,3.14,-1.17,15.82,0,0,0,0,0,0,-0.75,23.52,15.584,-35.88,-113.1,15.387,-7.07,62.6,15.687,0
24.457,2.93,3.13,-2.02,15.867,0,0,0,0,0,0,-0.64,22.62,15.453,-36.2,-113.98,15.376,-6.79,61.74,15.697,0
24.256,2.93,3.13,-2.86,15.798,0,0,0,0,0,0,-0.47,21.73,15.464,-36.48,-114.86,15.33,-6.58,60.88,15.697,0
23.851,2.94,3.12,-3.68,15.575,0,0,0,0,0,0,-0.35,20.88,15.488,-36.72,-115.72,15.33,-6.38,60.05,15.708,0
23.119,2.95,3.11,-4.46,15.474,0,0,0,0,0,0,-0.28,20.08,15.546,-36.81,-116.58,15.331,-6.18,59.27,15.564,0
22.148,2.96,3.1,-5.16,15.547,0,0,0,0,0,0,-0.21,19.38,15.557,-37.01,-117.31,15.296,-6,58.57,15.564,0
21.153,2.96,3.1,-5.76,15.538,0,0,0,0,0,0,-0.16,18.77,15.509,-37.29,-117.91,15.262,-5.84,57.97,15.516,0
20.161,2.97,3.09,-6.25,15.489,0,0,0,0,0,0,-0.13,18.25,15.426,-37.24,-118.52,15.358,-5.7,57.45,15.468,0
19.165,2.97,3.08,-6.65,15.494,0,0,0,0,0,0,-0.1,17.83,15.437,-37.14,-119.03,15.358,-5.58,57.03,15.314,0
18.167,2.98,3.08,-6.96,15.487,0,0,0,0,0,0,-0.09,17.51,15.4,-37.13,-119.42,15.312,-5.48,56.69,15.325,0
17.163,2.98,3.09,-7.16,15.545,0,0,0,0,0,0,-0.07,17.28,15.305,-37.08,-119.72,15.218,-5.39,56.46,15.254,0
16.161,2.98,3.09,-7.26,15.524,0,0,0,0,0,0,-0.07,17.14,15.316,-36.96,-119.94,15.218,-5.32,56.32,15.301,0
15.181,2.99,3.08,-7.26,15.464,0,0,0,0,0,0,-0.06,17.11,15.341,-36.67,-120.11,15.219,-5.25,56.28,15.301,0
14.396,2.99,3.09,-7.18,15.497,0,0,0,0,0,0,-0.06,17.16,15.305,-36.45,-120.16,15.326,-5.2,56.33,15.313,0
13.798,2.99,3.11,-7.02,15.491,0,0,0,0,0,0,-0.05,17.29,15.316,-36.11,-120.17,15.326,-5.16,56.46,15.324,0
13.556,2.99,3.11,-6.83,15.497,0,0,0,0,0,0,-0.06,17.46,15.304,-35.82,-120.13,15.197,-5.16,56.62,15.276,0
13.54,2.99,3.12,-6.63,15.491,0,0,0,0,0,0,-0.06,17.63,15.293,-35.59,-120.06,15.292,-5.27,56.78,15.301,0
13.525,2.99,3.14,-6.42,15.432,0,0,0,0,0,0,-0.05,17.82,15.387,-35.22,-120.03,15.293,-5.34,56.94,15.312,0
13.51,2.99,3.16,-6.21,15.478,0,0,0,0,0,0,-0.04,18.01,15.434,-34.98,-119.95,15.282,-5.37,57.11,15.323,0
13.494,2.99,3.19,-6.01,15.419,0,0,0,0,0,0,-0.03,18.2,15.481,-34.6,-119.92,15.33,-5.35,57.28,15.192,2
13.479,2.99,3.21,-5.81,15.415,0,0,0,0,0,0,0,18.41,15.481,-34.22,-119.87,15.342,-5.29,57.45,15.298,2
13.463,2.99,3.26,-5.6,15.41,0,0,0,0,0,0,0.04,18.61,15.445,-33.95,-119.8,15.307,-5.25,57.63,15.345,2
13.447,2.99,3.31,-5.39,15.352,0,0,0,0,0,0,0.07,18.8,15.313,-33.67,-119.73,15.319,-5.18,57.83,15.393,2
13.432,2.98,3.38,-5.19,15.349,0,0,0,0,0,0,0.13,19,15.372,-33.24,-119.7,15.308,-5.09,58.03,15.297,2
13.416,2.98,3.46,-4.98,15.291,0,0,0,0,0,0,0.21,19.2,15.372,-32.81,-119.67,15.309,-5,58.22,15.308,2
13.401,2.97,3.55,-4.77,15.383,0,0,0,0,0,0,0.3,19.41,15.419,-32.5,-119.6,15.226,-4.93,58.42,15.308,2
13.385,2.97,3.65,-4.56,15.325,0,0,0,0,0,0,0.39,19.61,15.335,-32.17,-119.55,15.216,-4.82,58.61,15.319,2
13.37,2.97,3.74,-4.35,15.376,0,0,0,0,0,0,0.51,19.82,15.335,-31.58,-119.55,15.216,-4.71,58.82,15.403,2
13.354,2.96,3.85,-4.13,15.32,0,0,0,0,0,0,0.62,20.02,15.371,-31.24,-119.5,15.039,-4.59,59.03,15.355,2
13.339,2.96,3.96,-3.91,15.411,0,0,0,0,0,0,0.74,20.23,15.382,-30.9,-119.46,15.052,-4.48,59.24,15.355,2
13.323,2.96,4.08,-3.69,15.418,0,0,0,0,0,0,0.86,20.45,15.476,-30.42,-119.44,15.147,-4.36,59.46,15.318,2
13.308,2.96,4.19,-3.47,15.36,0,0,0,0,0,0,0.98,20.68,15.487,-30.07,-119.38,15.148,-4.24,59.67,15.318,2
13.292,2.96,4.3,-3.25,15.264,0,0,0,0,0,0,1.1,20.91,15.439,-29.6,-119.35,15.101,-4.11,59.88,15.377,2
13.277,2.96,4.42,-3.04,15.276,0,0,0,0,0,0,1.22,21.14,15.534,-29.35,-119.26,15.116,-3.99,60.1,15.377,2
13.261,2.96,4.54,-2.83,15.289,0,0,0,0,0,0,1.35,21.38,15.581,-28.85,-119.23,15.188,-3.87,60.33,15.472,2
13.246,2.96,4.66,-2.61,15.193,0,0,0,0,0,0,1.48,21.63,15.639,-28.34,-119.19,15.272,-3.74,60.57,15.566,2
13.231,2.96,4.78,-2.4,15.247,0,0,0,0,0,0,1.6,21.87,15.591,-28.09,-119.07,15.332,-3.61,60.82,15.638,2
13.215,2.96,0,0,0,1.73,22.12,15.496,-27.7,-118.98,15.332,-3.49,61.08,15.685,0,0,0,0,0,0,2
13.2,2.96,0,0,0,1.85,22.37,15.543,-27.19,-118.92,15.25,-3.36,61.34,15.732,0,0,0,0,0,0,2
13.184,2.96,0,0,0,1.94,22.62,15.59,-26.72,-118.85,15.286,-3.13,61.62,15.756,0,0,0,0,0,0,2
13.169,2.97,0,0,0,2,22.88,15.578,-26.35,-118.75,15.334,-2.91,61.89,15.803,0,0,0,0,0,0,2
13.153,2.97,0,0,0,2.08,23.14,15.541,-25.97,-118.64,15.276,-2.7,62.17,15.718,0,0,0,0,0,0,2
13.138,2.98,0,0,0,2.16,23.39,15.552,-25.51,-118.55,15.29,-2.43,62.45,15.754,0,0,0,0,0,0,2
13.123,2.98,0,0,0,2.26,23.64,15.552,-25.24,-118.42,15.291,-2.18,62.73,15.717,0,0,0,0,0,0,2
13.108,2.99,0,0,0,2.36,23.9,15.576,-24.75,-118.33,15.28,-1.99,63,15.68,0,0,0,0,0,0,2
13.093,2.99,0,0,0,2.45,24.16,15.576,-24.45,-118.19,15.317,-1.82,63.27,15.644,0,0,0,0,0,0,2
13.078,3,0,0,0,2.54,24.43,15.634,-24.04,-118.07,15.401,-1.65,63.54,15.584,0,0,0,0,0,0,2
13.063,3.01,0,0,0,2.62,24.69,15.575,-23.72,-117.92,15.449,-1.5,63.8,15.595,0,0,0,0,0,0,2
13.048,3.01,0,0,0,2.69,24.95,15.538,-23.45,-117.76,15.46,-1.36,64.06,15.606,0,0,0,0,0,0,2
13.034,3.02,0,0,0,2.74,25.21,15.549,-22.92,-117.63,15.52,-1.23,64.32,15.379,0,0,0,0,0,0,2
13.019,3.03,0,0,0,2.79,25.47,15.549,-22.66,-117.45,15.484,-1.1,64.56,15.379,0,0,0,0,0,0,2
13.005,3.04,0,0,0,2.83,25.74,15.559,-22.26,-117.29,15.543,-0.99,64.8,15.415,0,0,0,0,0,0,2
12.991,3.05,0,0,0,2.87,26,15.512,-21.91,-117.12,15.58,-0.89,65.05,15.45,0,0,0,0,0,0,2
12.977,3.05,0,0,0,2.89,26.26,15.606,-21.67,-116.91,15.591,-0.8,65.3,15.414,0,0,0,0,0,0,0
12.906,3.06,0,0,0,2.91,26.53,15.511,-21.29,-116.73,15.58,-0.73,65.55,15.425,0,0,0,0,0,0,0
12.44,3.07,0,0,0,2.91,26.82,15.474,-20.94,-116.52,15.486,-0.66,65.81,15.271,0,0,0,0,0,0,0
11.784,3.08,0,0,0,2.91,27.17,15.51,-20.64,-116.24,15.523,-0.61,66.14,15.354,0,0,0,0,0,0,0
11.754,3.09,0,0,0,2.91,27.55,15.378,-20.47,-115.89,15.606,-0.56,66.5,15.318,0,0,0,0,0,0,0
12.047,3.09,0,0,0,2.89,27.9,15.319,-20.16,-115.58,15.607,-0.5,66.85,15.377,0,0,0,0,0,0,0
12.365,3.09,0,0,0,2.89,28.22,15.308,-19.74,-115.33,15.524,-0.45,67.17,15.365,0,0,0,0,0,0,0
12.662,3.09,0,0,0,2.89,28.5,15.308,-19.48,-115.08,15.56,-0.39,67.46,15.471,0,0,0,0,0,0,0
12.949,3.1,0,0,0,2.88,28.76,15.343,-19.26,-114.85,15.525,-0.34,67.73,15.459,0,0,0,0,0,0,0
13.235,3.1,0,0,0,2.88,28.99,15.343,-19.04,-114.65,15.478,-0.39,67.96,15.436,0,0,0,0,0,0,0
13.586,3.1,0,0,0,2.89,29.19,15.343,-18.71,-114.51,15.49,-0.45,68.15,15.21,0,0,0,0,0,0,0
13.956,3.1,0,0,0,2.93,29.35,15.438,-18.5,-114.39,15.385,-0.44,68.29,15.173,0,0,0,0,0,0,0
14.236,3.11,0,0,0,2.97,29.48,15.414,-18.19,-114.32,15.444,-0.4,68.4,15.185,0,0,0,0,0,0,0
13.549,3.11,0,0,0,3.01,29.64,15.461,-17.99,-114.2,15.35,-0.35,68.52,15.126,0,0,0,0,0,0,0
13.483,3.11,0,0,0,3.05,29.84,15.509,-17.65,-114.07,15.386,-0.31,68.7,15.089,0,0,0,0,0,0,0
13.861,3.11,0,0,0,3.08,30.03,15.567,-17.43,-113.94,15.293,-0.31,68.84,15.196,0,0,0,0,0,0,0
14.031,3.11,0,0,0,3.11,30.19,15.65,-17.22,-113.85,15.329,-0.27,68.97,15.302,0,0,0,0,0,0,0
13.333,3.11,0,0,0,3.14,30.39,15.649,-16.99,-113.73,15.271,-0.24,69.12,15.219,0,0,0,0,0,0,0
13.204,3.12,0,0,0,3.17,30.63,15.66,-16.64,-113.58,15.26,-0.2,69.33,15.266,0,0,0,0,0,0,0
13.557,3.12,0,0,0,3.2,30.86,15.671,-16.4,-113.43,15.261,-0.17,69.52,15.266,0,0,0,0,0,0,0
13.927,3.12,0,0,0,3.22,31.04,15.587,-16.27,-113.31,15.226,-0.14,69.67,15.266,0,0,0,0,0,0,0
14.002,3.12,0,0,0,3.25,31.2,15.681,-15.93,-113.24,15.238,-0.15,69.79,15.266,0,0,0,0,0,0,0
13.302,3.12,0,0,0,3.27,31.41,15.669,-15.69,-113.12,15.297,-0.12,69.95,15.218,0,0,0,0,0,0,0
13.228,3.12,0,0,0,3.29,31.65,15.657,-15.43,-112.95,15.334,-0.1,70.16,15.313,0,0,0,0,0,0,0
13.606,3.12,0,0,0,3.3,31.88,15.704,-15.17,-112.8,15.429,-0.08,70.34,15.277,0,0,0,0,0,0,0
13.978,3.12,0,0,0,3.32,32.07,15.633,-14.93,-112.68,15.348,-0.06,70.49,15.288,0,0,0,0,0,0,0
13.898,3.13,0,0,0,3.34,32.23,15.633,-14.79,-112.57,15.396,-0.08,70.61,15.324,0,0,0,0,0,0,0
13.232,3.13,0,0,0,3.34,32.43,15.562,-14.41,-112.43,15.433,-0.06,70.79,15.371,0,0,0,0,0,0,0
13.28,3.13,0,0,0,3.35,32.66,15.514,-14.14,-112.26,15.386,-0.04,71.01,15.323,0,0,0,0,0,0,0
13.658,3.13,0,0,0,3.36,32.87,15.586,-13.98,-112.09,15.351,-0.03,71.2,15.371,0,0,0,0,0,0,0
14.032,3.13,0,0,0,3.38,33.05,15.597,-13.71,-111.98,15.41,-0.01,71.35,15.359,0,0,0,0,0,0,0
13.796,3.13,0,0,0,3.39,33.2,15.621,-13.45,-111.88,15.458,0,71.48,15.359,0,0,0,0,0,0,0
13.195,3.13,0,0,0,3.4,33.42,15.526,-13.27,-111.7,15.483,-0.02,71.67,15.358,0,0,0,0,0,0,0
13.336,3.13,0,0,0,3.41,33.64,15.43,-13.09,-111.5,15.508,-0.01,71.89,15.358,0,0,0,0,0,0,0
13.71,3.13,0,0,0,3.41,33.83,15.489,-12.81,-111.34,15.52,0,72.07,15.394,0,0,0,0,0,0,0
14.087,3.13,0,0,0,3.42,33.99,15.477,-12.52,-111.21,15.52,0,72.22,15.405,0,0,0,0,0,0,0
13.693,3.13,0,0,0,3.42,34.14,15.571,-12.37,-111.09,15.532,0.01,72.36,15.441,0,0,0,0,0,0,0
13.181,3.14,0,0,0,3.42,34.36,15.512,-12.21,-110.89,15.544,0.02,72.56,15.452,0,0,0,0,0,0,0
13.39,3.14,0,0,0,3.43,34.59,15.571,-11.95,-110.69,15.592,-0.01,72.79,15.499,0,0,0,0,0,0,0
13.762,3.14,0,0,0,3.43,34.79,15.581,-11.71,-110.52,15.617,-0.01,72.98,15.51,0,0,0,0,0,0,0
14.143,3.14,0,0,0,3.38,34.95,15.498,-11.49,-110.37,15.617,0,73.13,15.51,0,0,0,0,0,0,0
13.589,3.14,0,0,0,3.35,35.1,15.497,-11.32,-110.23,15.582,0,73.29,15.473,0,0,0,0,0,0,0
13.18,3.14,0,0,0,3.35,35.32,15.485,-11.12,-110.03,15.582,0,73.51,15.532,0,0,0,0,0,0,0
13.443,3.14,0,0,0,3.36,35.54,15.39,-10.92,-109.82,15.582,0.01,73.73,15.532,0,0,0,0,0,0,0
13.817,3.14,0,0,0,3.36,35.72,15.354,-10.79,-109.64,15.547,-0.03,73.93,15.59,0,0,0,0,0,0,0
14.091,3.14,0,0,0,3.36,35.85,15.342,-10.56,-109.52,15.547,-0.02,74.09,15.637,0,0,0,0,0,0,0
14.089,3.14,0,0,0,3.37,35.98,15.331,-10.34,-109.39,15.548,-0.01,74.24,15.637,0,0,0,0,0,0,0
